element,date,block,n_blocks_fitted,n_points,n_standards,slope,sigma_slope,red_chi2,within_session_red_chi2,within_session_consistent
Al,2025-05-19,3,3,5,5,1.113940962395052,0.03746179861146782,22.6851505338123,0.06172062917230709,True
Al,2025-05-20,1,3,5,5,1.1230063350117587,0.03645393108085181,21.247198578885218,0.0002908320238411125,True
Al,2025-05-20,2,3,5,5,1.122274146606083,0.033007093554429254,17.587022741571882,0.0002908320238411125,True
Al,2025-05-20,3,3,5,5,1.1234668546515059,0.038334643188709716,23.70762919437217,0.0002908320238411125,True
Al,2025-05-21,1,3,5,5,1.0856233634600616,0.0250826656220285,10.162116207655481,0.06439114241434363,True
Al,2025-05-21,2,3,5,5,1.0973042503094956,0.02202913191871495,7.857494650858051,0.06439114241434363,True
Al,2025-05-21,3,3,5,5,1.0899294473049446,0.023470226388038303,8.944368884298106,0.06439114241434363,True
Al,2025-05-22,1,3,5,5,1.0903846287739107,0.02621981010999151,11.09325157954084,0.007967793434908303,True
Al,2025-05-22,2,3,5,5,1.0889284923378477,0.022453079686275575,8.206638018436268,0.007967793434908303,True
Al,2025-05-22,3,3,5,5,1.0860448830456015,0.023965041451676466,9.36798823536949,0.007967793434908303,True
Al,2025-05-26,1,3,5,5,1.0844605991939342,0.02782789956579261,12.531955503920935,0.008391939028974045,True
Al,2025-05-26,2,3,5,5,1.082718030295541,0.026800905447340036,11.756347066983736,0.008391939028974045,True
Al,2025-05-26,3,3,5,5,1.0878861256355163,0.029970742621025778,14.690174294921158,0.008391939028974045,True
Al,2025-05-27,1,3,5,5,1.0852836071110818,0.027408838664882033,12.21882477103014,0.09316720122903506,True
Al,2025-05-27,2,3,5,5,1.0954293827653037,0.031056029705589502,15.748467502544433,0.09316720122903506,True
Al,2025-05-27,3,3,5,5,1.1018706742585136,0.027297180056733077,12.13780993865214,0.09316720122903506,True
Al,2025-05-28,1,3,5,5,1.1032660828997969,0.026363957917588728,11.20176081108968,0.0035229222179839824,True
Al,2025-05-28,2,3,5,5,1.1004997310073614,0.02615132580691939,11.118154964811255,0.0035229222179839824,True
Al,2025-05-28,3,3,5,5,1.1006151139841194,0.026658050839809808,11.54452794687258,0.0035229222179839824,True
Al,2026-01-05,1,3,5,5,1.0888128921665379,0.029327309942598346,14.039928169494248,0.005533414526638748,True
Al,2026-01-05,2,3,5,5,1.0864747219066708,0.028722323735617377,13.519616985904348,0.005533414526638748,True
Al,2026-01-05,3,3,5,5,1.084450919372851,0.029365769673602975,14.158502471236188,0.005533414526638748,True
Al,2026-01-06,1,3,5,5,1.0885180816409818,0.025525148650467892,10.542573438154486,0.026391785837486602,True
Al,2026-01-06,2,3,5,5,1.0829231665226264,0.027147449978932554,12.066815907055535,0.026391785837486602,True
Al,2026-01-06,3,3,5,5,1.0804535074299457,0.025150959615827258,10.363793370469763,0.026391785837486602,True
Al,2026-01-07,1,3,5,5,1.0872385937760376,0.02491070201958403,10.034635869989867,0.034621749931154695,True
Al,2026-01-07,2,3,5,5,1.0884633498745826,0.02612503260810672,11.137778450044891,0.034621749931154695,True
Al,2026-01-07,3,3,5,5,1.0795322490756583,0.02615629527878989,11.215580484875845,0.034621749931154695,True
Al,2026-01-08,1,2,5,5,1.0770139680931814,0.025592631407257406,10.649906067884784,0.015042834619779254,True
Al,2026-01-08,2,2,5,5,1.072331459519243,0.02832985543185057,13.197073539354022,0.015042834619779254,True
Al,2026-01-09,1,3,5,5,1.0780883169522433,0.026935331357526227,11.819169281034798,0.028452777729385315,True
Al,2026-01-09,2,3,5,5,1.0865315279208994,0.02893312961865693,13.716916155162128,0.028452777729385315,True
Al,2026-01-09,3,3,5,5,1.0784113442662997,0.027528814900456118,12.453515513230604,0.028452777729385315,True
As,2025-02-17,1,3,4,4,0.9891590567143834,0.06446137695735146,4.244745847023611,0.8393087447641849,True
As,2025-02-17,2,3,4,4,0.9356010840450472,0.035462662844645235,1.3384713595680633,0.8393087447641849,True
As,2025-02-17,3,3,4,4,1.0129245695220293,0.051953294159159065,2.7171771047085613,0.8393087447641849,True
As,2025-02-18,1,3,4,4,1.0071296420726539,0.07578945488794595,5.760521880075153,0.1494489092385288,True
As,2025-02-18,2,3,4,4,1.02453449238364,0.05811422754410218,3.349510233165041,0.1494489092385288,True
As,2025-02-18,3,3,4,4,0.9794067125603189,0.05920672385144502,3.560889663658402,0.1494489092385288,True
As,2025-02-24,1,2,4,4,0.9903314701418151,0.049083685111749674,2.4381247737744003,0.025457250246170505,True
As,2025-02-24,2,2,4,4,0.9792022200133212,0.04956018177333559,2.4898519702216144,0.025457250246170505,True
As,2025-02-25,1,3,4,4,0.963603499150218,0.04392802754469883,2.007835853354113,0.16183374944143447,True
As,2025-02-25,2,3,4,4,0.975936813513964,0.0468945021687952,2.268065865962632,0.16183374944143447,True
As,2025-02-25,3,3,4,4,1.001515943451787,0.05074896773116582,2.601416219932264,0.16183374944143447,True
As,2025-02-26,1,3,4,4,0.9615138587016666,0.062182594777414835,3.9660686447838693,0.01608858562594251,True
As,2025-02-26,2,3,4,4,0.9664751469754155,0.0409279481200081,1.7394977561529839,0.01608858562594251,True
As,2025-02-26,3,3,4,4,0.9742505720802254,0.043964838548026984,1.9793306530243235,0.01608858562594251,True
As,2025-02-27,1,3,4,4,0.987478962528286,0.05275036451921717,2.820737320733843,0.0331195968917036,True
As,2025-02-27,2,3,4,4,0.9887296481572732,0.05230176552723715,2.756120023143815,0.0331195968917036,True
As,2025-02-27,3,3,4,4,1.0046883684921624,0.052799929282062355,2.8096915395636297,0.0331195968917036,True
As,2025-02-28,1,2,4,4,0.9699269458506714,0.05630515269628221,3.2405684720392576,0.15084149081910192,True
As,2025-02-28,2,2,4,4,1.000208423273991,0.05393279185224991,2.9211872575072637,0.15084149081910192,True
As,2025-04-15,1,3,4,4,1.001682874737571,0.03889260631998671,1.5424429193647953,0.004296747470004296,True
As,2025-04-15,2,3,4,4,0.9969131937155433,0.04165098053196057,1.765113081498722,0.004296747470004296,True
As,2025-04-15,3,3,4,4,0.9969698866742808,0.05568058673103765,3.1237320490899303,0.004296747470004296,True
As,2025-04-17,1,2,4,4,0.9793405542027787,0.04720904073189291,2.2864981307190475,0.005354764083221464,True
As,2025-04-17,2,2,4,4,0.9743907902341139,0.048442769803141245,2.406033332249835,0.005354764083221464,True
As,2025-04-18,1,3,4,4,1.0101494986721076,0.056422269189910446,3.209694948301254,0.4165668557381353,True
As,2025-04-18,2,3,4,4,1.0208689034694083,0.05064802184883769,2.5502162550268745,0.4165668557381353,True
As,2025-04-18,3,3,3,3,0.9557424099994462,0.05529461170444029,2.9034613577941215,0.4165668557381353,True
As,2025-04-19,1,3,4,4,0.9940930453062328,0.04603933332040953,2.160395945443826,0.022898635470728866,True
As,2025-04-19,2,3,4,4,0.9838523137200833,0.04507568073487536,2.0649193028134762,0.022898635470728866,True
As,2025-04-19,3,3,4,4,0.9797331658077547,0.05498040746946004,3.0583477231100384,0.022898635470728866,True
As,2025-04-20,1,2,4,4,0.9855194497080022,0.05420514039203141,3.0097656177569903,0.04635575278980235,True
As,2025-04-20,2,2,4,4,0.9714919214715195,0.03614715417756743,1.3584719546293302,0.04635575278980235,True
As,2025-05-05,1,2,4,4,0.9890023362568007,0.06368789380852688,4.094770802180245,0.03874425321548439,True
As,2025-05-05,2,2,4,4,1.0056623106030027,0.05574601062409089,3.1175700595554225,0.03874425321548439,True
As,2025-05-06,1,3,4,4,0.9663363470677804,0.05628282112661607,3.2541610170476285,0.22362614746174303,True
As,2025-05-06,2,3,4,4,0.9922454448078216,0.05846483449880507,3.4812169057759017,0.22362614746174303,True
As,2025-05-06,3,3,4,4,1.0175987853428572,0.052110271769677606,2.708373099448823,0.22362614746174303,True
As,2025-05-07,1,2,4,4,0.9781272807746719,0.05801603451244786,3.389990553727126,0.25363512759346024,True
As,2025-05-07,2,2,4,4,1.0216303646783722,0.06399779544999028,4.029578490083105,0.25363512759346024,True
As,2025-05-08,1,3,4,4,0.963603499150218,0.04392802754469883,2.007835853354113,0.02851160954460838,True
As,2025-05-08,2,3,4,4,0.9680630636028531,0.05356566480763715,2.9614213462710115,0.02851160954460838,True
As,2025-05-08,3,3,4,4,0.9779219658006174,0.04258013268460387,1.8761195655088716,0.02851160954460838,True
As,2025-05-13,1,2,4,4,1.0031606421315151,0.04780741216710373,2.3185166449129935,0.45183701779048374,True
As,2025-05-13,2,2,4,4,0.9597578748716367,0.04340108574576643,1.9393429004762528,0.45183701779048374,True
As,2025-05-16,1,3,4,4,0.9942593170395335,0.06113214449890182,3.7705753013603904,0.006091591503411809,True
As,2025-05-16,2,3,4,4,0.9986607284765838,0.05700619722429079,3.249641117115635,0.006091591503411809,True
As,2025-05-16,3,3,4,4,0.989793388535563,0.05660957817708729,3.256138181684687,0.006091591503411809,True
As,2025-05-19,1,3,4,4,0.9632399592025495,0.048667601130670916,2.432660338496456,0.07178558089241296,True
As,2025-05-19,2,3,4,4,0.9759326492378454,0.05013550778737735,2.5566676336165046,0.07178558089241296,True
As,2025-05-19,3,3,4,4,0.9927026460770053,0.06076536019710458,3.753987797821724,0.07178558089241296,True
As,2025-05-20,1,3,4,4,0.9793316002573103,0.04383463001091643,1.9723873311009692,0.11736850738521766,True
As,2025-05-20,2,3,4,4,0.9534672979342385,0.043463768818450155,1.956128216992415,0.11736850738521766,True
As,2025-05-20,3,3,4,4,0.9793316002573103,0.04383463001091643,1.9723873311009692,0.11736850738521766,True
As,2025-05-21,1,3,4,4,0.9748516648900772,0.05227215916957931,2.7964439582096183,0.2748573822616509,True
As,2025-05-21,2,3,4,4,1.0113327119135955,0.054802046826836655,3.0107270780617186,0.2748573822616509,True
As,2025-05-21,3,3,4,4,0.957337538994498,0.049008808170269036,2.516427443814047,0.2748573822616509,True
As,2025-05-22,1,3,4,4,1.003268235957668,0.04725600671680068,2.261555806093009,0.22392889072739391,True
As,2025-05-22,2,3,4,4,0.958022842033149,0.0523323583180362,2.8131174337285683,0.22392889072739391,True
As,2025-05-22,3,3,4,4,0.9953967848765327,0.055348104502678463,3.1099978815078875,0.22392889072739391,True
As,2025-05-26,1,3,4,4,0.9937669412521085,0.058072392935580364,3.4087659878862144,0.08931013804410241,True
As,2025-05-26,2,3,4,4,0.9663363470677804,0.05628282112661607,3.2541610170476285,0.08931013804410241,True
As,2025-05-26,3,3,4,4,0.9969698866742808,0.05568058673103765,3.1237320490899303,0.08931013804410241,True
As,2025-05-27,1,3,4,4,0.9938110658600375,0.054833604769239534,2.9962368529809638,0.05212113881547859,True
As,2025-05-27,2,3,4,4,1.0018054853912453,0.05092296120002573,2.615441180841466,0.05212113881547859,True
As,2025-05-27,3,3,4,4,0.9792022200133212,0.04956018177333559,2.4898519702216144,0.05212113881547859,True
As,2025-05-28,1,3,4,4,0.9808745632113013,0.04134021804200108,1.764740255257015,0.25577604852897645,True
As,2025-05-28,2,3,4,4,1.034615696519831,0.06564901293558185,4.204204907967878,0.25577604852897645,True
As,2025-05-28,3,3,4,4,1.0063678701638752,0.04560208279067797,2.1025805476496924,0.25577604852897645,True
As,2026-01-05,1,3,4,4,0.9969698866742808,0.05568058673103765,3.1237320490899303,0.018820280936310885,True
As,2026-01-05,2,3,4,4,0.9968968511944152,0.04807580597660515,2.323253817420946,0.018820280936310885,True
As,2026-01-05,3,3,4,4,0.9842513845098276,0.05427007028756584,2.995565084190911,0.018820280936310885,True
As,2026-01-06,1,3,4,4,0.9712094873193272,0.05067954972626544,2.642172375041956,0.1205783956725704,True
As,2026-01-06,2,3,4,4,0.9833539317180003,0.0704863000436646,5.099348293047736,0.1205783956725704,True
As,2026-01-06,3,3,4,4,1.0067938831723104,0.05262472745726723,2.7627690660335897,0.1205783956725704,True
As,2026-01-07,1,3,4,4,0.9585019198366622,0.03999126092261195,1.6581806288338985,0.11180498286615773,True
As,2026-01-07,2,3,4,4,0.9840588547041655,0.03939851542118675,1.597343542961667,0.11180498286615773,True
As,2026-01-07,3,3,4,4,0.9641459605841597,0.049921448337912656,2.588017654416874,0.11180498286615773,True
As,2026-01-08,1,2,4,4,0.9821909577604294,0.06158564288461816,3.8454450050868876,0.06672336888266123,True
As,2026-01-08,2,2,4,4,1.0031415210881918,0.05277788444902601,2.8284614021166408,0.06672336888266123,True
As,2026-01-09,1,3,4,4,0.9934222266913093,0.049614550072278704,2.485974336798627,0.1631004971721282,True
As,2026-01-09,2,3,4,4,1.0022433515598363,0.06676562222280906,4.451810307280865,0.1631004971721282,True
As,2026-01-09,3,3,4,4,0.9591272388156292,0.05350858572938538,2.9695145195282113,0.1631004971721282,True
Ba,2025-02-17,1,3,4,4,1.1177869034682264,0.03778955448735185,1.8245827301885076,0.3617693107625254,True
Ba,2025-02-17,2,3,4,4,1.0694766820108712,0.04255046765727874,2.3351743289814633,0.3617693107625254,True
Ba,2025-02-17,3,3,4,4,1.0938193941957965,0.04070600152225017,2.1326026069944515,0.3617693107625254,True
Ba,2025-02-18,1,3,4,4,1.0570576035577526,0.035852954861099656,1.6928190627114112,0.8362372904691542,True
Ba,2025-02-18,2,3,4,4,1.1220445820314704,0.044998958235671585,2.556344217267791,0.8362372904691542,True
Ba,2025-02-18,3,3,4,4,1.1157166967415917,0.045055446890868225,2.590954868193029,0.8362372904691542,True
Ba,2025-02-24,1,2,4,4,1.0830590116169052,0.032603524748759695,1.3873196409318715,0.006805713378941312,True
Ba,2025-02-24,2,2,4,4,1.0785219672691604,0.044290418120328384,2.5047303090987647,0.006805713378941312,True
Ba,2025-02-25,1,3,4,4,1.0667728165854318,0.030915299475947886,1.2540596437781957,0.1315591287596653,True
Ba,2025-02-25,2,3,4,4,1.0942409753557503,0.047924027699825685,2.9441566751700825,0.1315591287596653,True
Ba,2025-02-25,3,3,4,4,1.082779084504031,0.03669908597941123,1.7391711421689051,0.1315591287596653,True
Ba,2025-02-26,1,3,4,4,1.0890060855136954,0.04186991566863093,2.2823636884134335,0.049365263315698245,True
Ba,2025-02-26,2,3,4,4,1.0832408730599172,0.053846477922055505,3.6945711231726963,0.049365263315698245,True
Ba,2025-02-26,3,3,4,4,1.1021769180850156,0.03844310344539635,1.8916199210408793,0.049365263315698245,True
Ba,2025-02-27,1,3,4,4,1.1186216178996826,0.02780756038824072,0.975184925041854,0.4896406204005407,True
Ba,2025-02-27,2,3,4,4,1.0787418881304016,0.03418712606441486,1.5178361672985126,0.4896406204005407,True
Ba,2025-02-27,3,3,4,4,1.085263457608433,0.03794778161904914,1.857259516959209,0.4896406204005407,True
Ba,2025-02-28,1,2,4,4,1.0457097134894453,0.029194752050924637,1.1238245273236591,1.0038074566285777,True
Ba,2025-02-28,2,2,4,4,1.0990932688308062,0.04457197644977434,2.5295641015238797,1.0038074566285777,True
Ba,2025-04-15,1,3,4,4,1.071121608199444,0.043506889579864205,2.458639574620704,0.021939165363677397,True
Ba,2025-04-15,2,3,4,4,1.0764414069753572,0.04455370449657304,2.5643543611911537,0.021939165363677397,True
Ba,2025-04-15,3,3,4,4,1.0849527208298932,0.04981318649835587,3.1536684360175333,0.021939165363677397,True
Ba,2025-04-17,1,2,4,4,1.0568867321346078,0.0351464854646602,1.6321023003721817,0.7230896214005235,True
Ba,2025-04-17,2,2,4,4,1.1063725127242332,0.04638277840532489,2.752204719168166,0.7230896214005235,True
Ba,2025-04-18,1,3,4,4,1.0799947978752558,0.045007104994385656,2.5995423607975514,0.0032082828369688196,True
Ba,2025-04-18,2,3,4,4,1.0837355966070756,0.0555561508177359,3.951045585597713,0.0032082828369688196,True
Ba,2025-04-18,3,3,3,3,1.0778647818500893,0.04820314833266378,2.8231654227048746,0.0032082828369688196,True
Ba,2025-04-19,1,3,4,4,1.031709265818291,0.04714322165346135,2.9025648055235203,0.9008036915994118,True
Ba,2025-04-19,2,3,4,4,1.1140507521137828,0.03951940930931912,2.0009882885059014,0.9008036915994118,True
Ba,2025-04-19,3,3,4,4,1.0745203855834786,0.0466556909003526,2.7964040198903075,0.9008036915994118,True
Ba,2025-04-20,1,2,4,4,1.0769110691367791,0.033519239477586095,1.4613761463429658,0.44715741855738783,True
Ba,2025-04-20,2,2,4,4,1.0402110926412773,0.04345771155023452,2.4691081046804078,0.44715741855738783,True
Ba,2025-05-05,1,2,4,4,1.0915606659632533,0.043972417589391244,2.4869738617001995,0.04825485364564003,True
Ba,2025-05-05,2,2,4,4,1.0801494218504784,0.027657592823643537,0.9810327365835563,0.04825485364564003,True
Ba,2025-05-06,1,3,4,4,1.0735553057331446,0.028918612520008668,1.1023373432430263,0.17685231318590675,True
Ba,2025-05-06,2,3,4,4,1.1056402155372167,0.045967760435119985,2.692610793913355,0.17685231318590675,True
Ba,2025-05-06,3,3,4,4,1.079450643852112,0.04001313914813162,2.076725843219176,0.17685231318590675,True
Ba,2025-05-07,1,2,4,4,1.0529649192938868,0.03996734853564884,2.0833347284569936,0.25164360743870323,True
Ba,2025-05-07,2,2,4,4,1.082209747437876,0.04244180085122289,2.32045717332969,0.25164360743870323,True
Ba,2025-05-08,1,3,4,4,1.061185343651844,0.03847945959055662,1.937833026204461,0.09112154398026306,True
Ba,2025-05-08,2,3,4,4,1.0656860659306486,0.043952651547732965,2.510601549546026,0.09112154398026306,True
Ba,2025-05-08,3,3,4,4,1.084145147157358,0.0408014935649213,2.1468658460385313,0.09112154398026306,True
Ba,2025-05-13,1,2,4,4,1.0835329480125975,0.0466007141252171,2.7864198144606127,0.002060091773084684,True
Ba,2025-05-13,2,2,4,4,1.0865794586534738,0.04830758506928074,3.0065257171079818,0.002060091773084684,True
Ba,2025-05-16,1,3,4,4,1.0692209671708037,0.03181213148753959,1.3244328404808847,0.19406524151821772,True
Ba,2025-05-16,2,3,4,4,1.0420631502454252,0.0363899345074241,1.73991742449374,0.19406524151821772,True
Ba,2025-05-16,3,3,4,4,1.0691246712363467,0.0361376854133139,1.7138533412051797,0.19406524151821772,True
Ba,2025-05-19,1,3,4,4,1.048364873146855,0.03536853144484868,1.6426307563369102,0.3597216343130176,True
Ba,2025-05-19,2,3,4,4,1.0640950061246304,0.04804415994165587,2.9947185667427014,0.3597216343130176,True
Ba,2025-05-19,3,3,4,4,1.0953180720268914,0.04276724266098769,2.3411883787747536,0.3597216343130176,True
Ba,2025-05-20,1,3,4,4,1.082625043186107,0.03600050720938359,1.6737988861105666,0.054104170164810755,True
Ba,2025-05-20,2,3,4,4,1.0662723713802083,0.039347923272550434,2.012743546314408,0.054104170164810755,True
Ba,2025-05-20,3,3,4,4,1.0702131402569233,0.03206892532450354,1.3608739894103181,0.054104170164810755,True
Ba,2025-05-21,1,3,4,4,1.0612655601258647,0.03529691676825216,1.6404661699970555,0.31372216963608807,True
Ba,2025-05-21,2,3,4,4,1.1038834497691956,0.04361049318548572,2.426508687304656,0.31372216963608807,True
Ba,2025-05-21,3,3,4,4,1.0916821030211343,0.05372993954807647,3.683709237070547,0.31372216963608807,True
Ba,2025-05-22,1,3,4,4,1.0653321260633286,0.045566863749913866,2.687336602768367,0.06636154605097887,True
Ba,2025-05-22,2,3,4,4,1.070901135459612,0.05070463674201367,3.323500155818961,0.06636154605097887,True
Ba,2025-05-22,3,3,4,4,1.0852354647413494,0.035460470806741355,1.6252982524784558,0.06636154605097887,True
Ba,2025-05-26,1,3,4,4,1.058757781185719,0.03479981367452499,1.5979708103599355,0.04949951703693217,True
Ba,2025-05-26,2,3,4,4,1.0578390662585997,0.050437537117239375,3.286953782834594,0.04949951703693217,True
Ba,2025-05-26,3,3,4,4,1.0454815024766713,0.029753177551567457,1.1830045442965413,0.04949951703693217,True
Ba,2025-05-27,1,3,4,4,1.047653952599186,0.03573311266573413,1.6643561416947337,0.08232936955039374,True
Ba,2025-05-27,2,3,4,4,1.0622288090099665,0.04352532043438477,2.450300895617696,0.08232936955039374,True
Ba,2025-05-27,3,3,4,4,1.068538369395063,0.03931633844403022,2.007455947956439,0.08232936955039374,True
Ba,2025-05-28,1,3,4,4,1.0733944068008134,0.041900678795154286,2.2606093051697465,0.02029692401225205,True
Ba,2025-05-28,2,3,4,4,1.0711569437169761,0.029448844781497157,1.1325708607433922,0.02029692401225205,True
Ba,2025-05-28,3,3,4,4,1.060705723434459,0.05154504140117318,3.4096612822869177,0.02029692401225205,True
Ba,2026-01-05,1,3,4,4,1.0167912225637228,0.027185920395820313,0.5254461319293099,1.527973496035794,True
Ba,2026-01-05,2,3,4,4,1.078281223687412,0.04453979091478199,2.565534763947256,1.527973496035794,True
Ba,2026-01-05,3,3,4,4,1.1031988891360227,0.04875115267263269,3.0401160666797957,1.527973496035794,True
Ba,2026-01-06,1,3,4,4,1.0823997960466363,0.03784853550979165,1.878436172635148,0.04474043867947053,True
Ba,2026-01-06,2,3,4,4,1.0746467710830907,0.05396612469756294,3.7703281093753205,0.04474043867947053,True
Ba,2026-01-06,3,3,4,4,1.0660528025097395,0.03942007779110195,2.019980997213292,0.04474043867947053,True
Ba,2026-01-07,1,3,4,4,1.0729799035541276,0.050471825176548954,3.257451697671408,0.011186079021159622,True
Ba,2026-01-07,2,3,4,4,1.0710329028852708,0.030901097690888342,1.2542814356295742,0.011186079021159622,True
Ba,2026-01-07,3,3,4,4,1.0646486640005037,0.03938950458764987,2.0125805767030673,0.011186079021159622,True
Ba,2026-01-08,1,2,4,4,1.0717326900391644,0.03189295845416527,1.333918917331677,0.22706550664597397,True
Ba,2026-01-08,2,2,4,4,1.043362289681574,0.050274660310078066,3.2790691875029943,0.22706550664597397,True
Ba,2026-01-09,1,3,4,4,1.0527517989197812,0.046957193452214455,2.901226530385332,0.1517049052488842,True
Ba,2026-01-09,2,3,4,4,1.0583673142441938,0.046465465981767956,2.81287220210188,0.1517049052488842,True
Ba,2026-01-09,3,3,4,4,1.0305020891647694,0.03215600081128525,1.3798207932622848,0.1517049052488842,True
Ca,2025-02-17,1,3,3,3,0.93478647797628,0.03270091105531732,7.027778491494598,0.02094763412993069,True
Ca,2025-02-17,2,3,3,3,0.9323396196430019,0.03698648067681141,9.106972740754093,0.02094763412993069,True
Ca,2025-02-17,3,3,3,3,0.9422328205901196,0.03521835913919287,8.07937808855525,0.02094763412993069,True
Ca,2025-02-18,1,3,3,3,0.9303890791005319,0.03538731696348919,8.281033778197102,0.041187021035270256,True
Ca,2025-02-18,2,3,3,3,0.9436857909660714,0.03330429116791403,7.215317879800763,0.041187021035270256,True
